id,"text",question_id,"created_at","updated_at",rate
721,"決められた時間より迅速にこなしており、遅れることはなかった",114,"2018-03-15 02:07:47","2018-03-15 02:07:47",3
722,"決められた時間より迅速に余裕を持ってこなし、他の手伝いもできた",114,"2018-03-15 02:07:47","2018-03-15 02:07:47",4
723,"意識がほとんどなく、経費削減の努力は全くされていなかった",115,"2018-03-15 02:12:38","2018-03-15 02:12:38",0
724,"意識が低く、経費削減の努力は少ししかされていなかった",115,"2018-03-15 02:12:38","2018-03-15 02:12:38",1
725,"意識は一応あり、経費削減の努力もされていた",115,"2018-03-15 02:12:38","2018-03-15 02:12:38",2
726,"意識は高く、経費削減の努力も積極的に行っていた",115,"2018-03-15 02:12:38","2018-03-15 02:12:38",3
727,"意識は常にもっており、積極的な行動で成果をあげていた",115,"2018-03-15 02:12:38","2018-03-15 02:12:38",4
728,"情報収集の意識がなかった",116,"2018-03-15 02:14:53","2018-03-15 02:14:53",0
729,"少しは情報収集をしていた",116,"2018-03-15 02:14:53","2018-03-15 02:14:53",1
730,"必要な情報はほぼ収集・整理していた",116,"2018-03-15 02:14:53","2018-03-15 02:14:53",2
731,"情報収集を積極的に行っていた",116,"2018-03-15 02:14:53","2018-03-15 02:14:53",3
732,"有効な情報を収集し、社内に積極的に発信していた",116,"2018-03-15 02:14:53","2018-03-15 02:14:53",4
733,"情報収集の意識がなかった",117,"2018-03-15 02:20:39","2018-03-15 02:20:39",0
734,"少しは情報収集をしていた",117,"2018-03-15 02:20:39","2018-03-15 02:20:39",1
735,"必要な情報はほぼ収集・整理していた",117,"2018-03-15 02:20:39","2018-03-15 02:20:39",2
736,"情報収集を積極的に行っていた",117,"2018-03-15 02:20:39","2018-03-15 02:20:39",3
737,"有効な情報を収集し、社内に積極的に発信していた",117,"2018-03-15 02:20:39","2018-03-15 02:20:39",4
738,"情報収集の意識がなかった",118,"2018-03-15 02:21:57","2018-03-15 02:21:57",0
739,"少しは情報収集をしていた",118,"2018-03-15 02:21:57","2018-03-15 02:21:57",1
740,"必要な情報はほぼ収集・整理していた",118,"2018-03-15 02:21:57","2018-03-15 02:21:57",2
741,"情報収集を積極的に行っていた",118,"2018-03-15 02:21:57","2018-03-15 02:21:57",3
742,"有効な情報を収集し、社内に積極的に発信していた",118,"2018-03-15 02:21:57","2018-03-15 02:21:57",4
743,"整理・整頓を行わず、設備維持に支障をきたした",119,"2018-03-15 02:25:59","2018-03-15 02:25:59",0
744,"整理・整頓は物足りず、設備維持に問題も見られた",119,"2018-03-15 02:25:59","2018-03-15 02:25:59",1
745,"普通には整理・整頓を行い、設備維持も問題なく行っていた",119,"2018-03-15 02:25:59","2018-03-15 02:25:59",2
746,"整理・整頓を積極的に行い設備維持にも気を配っていた",119,"2018-03-15 02:25:59","2018-03-15 02:25:59",3
747,"整理・整頓・設備維持に対して積極的で、自分のみならず周囲へも推進していた",119,"2018-03-15 02:25:59","2018-03-15 02:25:59",4
748,"整理・整頓を行わず、設備維持に支障をきたした",120,"2018-03-15 02:52:54","2018-03-15 02:52:54",0
749,"整理・整頓は物足りず、設備維持に問題も見られた",120,"2018-03-15 02:52:54","2018-03-15 02:52:54",1
750,"普通には整理・整頓を行い、設備維持も問題なく行っていた",120,"2018-03-15 02:52:54","2018-03-15 02:52:54",2
751,"整理・整頓を積極的に行い設備維持にも気を配っていた",120,"2018-03-15 02:52:54","2018-03-15 02:52:54",3
752,"整理・整頓・設備維持に対して積極的で、自分のみならず周囲へも推進していた",120,"2018-03-15 02:52:54","2018-03-15 02:52:54",4
753,"判断を誤ったり、不適切な対応が目立った",121,"2018-03-15 02:58:13","2018-03-15 02:58:13",0
754,"一応処理にあたるが、遅れたり、不適切なことが多かった",121,"2018-03-15 02:58:13","2018-03-15 02:58:13",1
755,"自分で対処できることの判断ができ、ほぼ問題は発生しなかった",121,"2018-03-15 02:58:13","2018-03-15 02:58:13",2
756,"内容を理解し、的確に処理し、報告も遅れず行った",121,"2018-03-15 02:58:13","2018-03-15 02:58:13",3
757,"内容を理解し、常に迅速かつ的確な処理を行い、報告も十分であった",121,"2018-03-15 02:58:13","2018-03-15 02:58:13",4
758,"判断を誤ったり、不適切な対応が目立った",122,"2018-03-15 03:53:30","2018-03-15 03:53:30",0
759,"一応処理にあたるが、遅れたり、不適切なことが多かった",122,"2018-03-15 03:53:30","2018-03-15 03:53:30",1
760,"自分で対処できることの判断ができ、ほぼ問題は発生しなかった",122,"2018-03-15 03:53:30","2018-03-15 03:53:30",2
761,"内容を理解し、的確に処理し、報告も遅れず行った",122,"2018-03-15 03:53:30","2018-03-15 03:53:30",3
762,"内容を理解し、常に迅速かつ的確な処理を行い、報告も十分であった",122,"2018-03-15 03:53:30","2018-03-15 03:53:30",4
763,"何の努力も見られなかった",123,"2018-03-15 03:57:17","2018-03-15 03:57:17",0
764,"多少は努力をしていたようだが、成果は見られない",123,"2018-03-15 03:57:17","2018-03-15 03:57:17",1
765,"普通程度に、自己啓発に励んでいた",123,"2018-03-15 03:57:17","2018-03-15 03:57:17",2
766,"自己啓発の意識は高く、成果も見られた",123,"2018-03-15 03:57:17","2018-03-15 03:57:17",3
767,"自己啓発でレベルアップを果たし、周囲へもよい影響を与えた",123,"2018-03-15 03:57:17","2018-03-15 03:57:17",4
768,"何の努力も見られなかった",124,"2018-03-15 03:59:16","2018-03-15 03:59:16",0
769,"多少は努力をしていたようだが、成果は見られない",124,"2018-03-15 03:59:16","2018-03-15 03:59:16",1
770,"普通程度に、自己啓発に励んでいた",124,"2018-03-15 03:59:16","2018-03-15 03:59:16",2
771,"自己啓発の意識は高く、成果も見られた",124,"2018-03-15 03:59:16","2018-03-15 03:59:16",3
772,"自己啓発でレベルアップを果たし、周囲へもよい影響を与えた",124,"2018-03-15 03:59:16","2018-03-15 03:59:16",4
773,"ほとんど指導していなかった",125,"2018-03-15 04:12:31","2018-03-15 04:12:31",0
774,"一応の指導はしているが、やや物足りなかった",125,"2018-03-15 04:12:31","2018-03-15 04:12:31",1
775,"自ら指導し、問題はなかった",125,"2018-03-15 04:12:31","2018-03-15 04:12:31",2
776,"積極的に指導していた",125,"2018-03-15 04:12:31","2018-03-15 04:12:31",3
777,"指導により、明らかに後輩の成長に貢献した",125,"2018-03-15 04:12:31","2018-03-15 04:12:31",4
778,"ほとんど指導していなかった",126,"2018-03-15 04:17:35","2018-03-15 04:17:35",0
779,"一応の指導はしているが、やや物足りなかった",126,"2018-03-15 04:17:35","2018-03-15 04:17:35",1
780,"自ら指導し、問題はなかった",126,"2018-03-15 04:17:35","2018-03-15 04:17:35",2
781,"積極的に指導していた",126,"2018-03-15 04:17:35","2018-03-15 04:17:35",3
782,"指導により、明らかに後輩の成長に貢献した",126,"2018-03-15 04:17:35","2018-03-15 04:17:35",4
783,"ほとんど指導していなかった",127,"2018-03-15 04:18:44","2018-03-15 04:18:44",0
784,"一応の指導はしているが、やや物足りなかった",127,"2018-03-15 04:18:44","2018-03-15 04:18:44",1
785,"自ら指導し、問題はなかった",127,"2018-03-15 04:18:44","2018-03-15 04:18:44",2
786,"積極的に指導していた",127,"2018-03-15 04:18:44","2018-03-15 04:18:44",3
787,"指導により、明らかに後輩の成長に貢献した",127,"2018-03-15 04:18:44","2018-03-15 04:18:44",4
788,"意識が希薄で、指導されていた",128,"2018-03-15 04:20:32","2018-03-15 04:20:32",0
789,"意識はあったが不十分であり、徹底も弱かった",128,"2018-03-15 04:20:32","2018-03-15 04:20:32",1
790,"意識面に問題はなく、普通には実践していた",128,"2018-03-15 04:20:32","2018-03-15 04:20:32",2
791,"徹底して遵守していた",128,"2018-03-15 04:20:32","2018-03-15 04:20:32",3
792,"他の模範となるレベルで、周囲へも徹底し、部署全体の意識を高めた",128,"2018-03-15 04:20:32","2018-03-15 04:20:32",4
793,"意識が希薄で、指導されていた",129,"2018-03-15 04:21:54","2018-03-15 04:21:54",0
794,"意識はあったが不十分であり、徹底も弱かった",129,"2018-03-15 04:21:54","2018-03-15 04:21:54",1
795,"意識面に問題はなく、普通には実践していた",129,"2018-03-15 04:21:54","2018-03-15 04:21:54",2
796,"徹底して遵守していた",129,"2018-03-15 04:21:54","2018-03-15 04:21:54",3
797,"他の模範となるレベルで、周囲へも徹底し、部署全体の意識を高めた",129,"2018-03-15 04:21:54","2018-03-15 04:21:54",4
798,"報告・連絡・相談を行わず、支障をきたした",130,"2018-03-15 04:24:44","2018-03-15 04:24:44",0
799,"報告・連絡・相談が不十分であった",130,"2018-03-15 04:24:44","2018-03-15 04:24:44",1
800,"報告・連絡・相談は問題なく行っていた",130,"2018-03-15 04:24:44","2018-03-15 04:24:44",2
801,"報告・連絡・相談に抜け・もれはなく、安心できた",130,"2018-03-15 04:24:44","2018-03-15 04:24:44",3
802,"報告・連絡・相談を率先して行い、周囲の手本となった",130,"2018-03-15 04:24:44","2018-03-15 04:24:44",4
803,"顧客に対する意識が低く、訪問やコミュニケーションが不足し、プレゼンテーションも不適切であり、指導を受けていた",131,"2018-03-15 07:06:30","2018-03-15 07:06:30",0
804,"訪問やコミュニケーションは物足りず、プレゼンテーションも不適切な場面が見られることもあった",131,"2018-03-15 07:06:30","2018-03-15 07:06:30",1
805,"普通には訪問し、コミュニケーションやプレゼンテーションは標準的であった",131,"2018-03-15 07:06:30","2018-03-15 07:06:30",2
806,"訪問やコミュニケーションを意識的に行い、適切なプレゼンテーションを行っていた",131,"2018-03-15 07:06:30","2018-03-15 07:06:30",3
807,"積極的な訪問、円滑なコミュニケーション、適切なプレゼンテーションによって、顧客の信頼を勝ち得ていた",131,"2018-03-15 07:06:30","2018-03-15 07:06:30",4
808,"顧客対応の意識が希薄で、訪問も少なく、アプローチできなかった",132,"2018-03-16 01:22:29","2018-03-16 01:22:29",0
809,"顧客対応を意識していたが、訪問やアプローチは物足りなかった",132,"2018-03-16 01:22:29","2018-03-16 01:22:29",1
810,"顧客対応の意識は普通で、顧客訪問やアプローチに問題はなかった",132,"2018-03-16 01:22:29","2018-03-16 01:22:29",2
811,"顧客対応に積極的で、訪問頻度も高く、アプローチも適切であった",132,"2018-03-16 01:22:29","2018-03-16 01:22:29",3
812,"顧客対応意識が高く、積極的に訪問し、効果的なアプローチを行い成果をあげていた",132,"2018-03-16 01:22:29","2018-03-16 01:22:29",4
813,"意識が希薄で、実践が伴わず、周囲から注意を受けていた",133,"2018-03-16 01:29:40","2018-03-16 01:29:40",0
814,"意識はしていたが、実践面や周囲への指導はは物足りなかった",133,"2018-03-16 01:29:40","2018-03-16 01:29:40",1
815,"意識面に問題はなく、普通には実践し、指導していた",133,"2018-03-16 01:29:40","2018-03-16 01:29:40",2
816,"強い意識を持ち実践し、周囲への指導も行っていた",133,"2018-03-16 01:29:40","2018-03-16 01:29:40",3
817,"強い意識を持ち、常に実践し、周囲への指導で成果が見られた",133,"2018-03-16 01:29:40","2018-03-16 01:29:40",4
818,"品質管理に対する意識が希薄で、問題があった",134,"2018-03-16 01:31:33","2018-03-16 01:31:33",0
819,"品質管理に対する意識はあったが、実行度は物足りなかった",134,"2018-03-16 01:31:33","2018-03-16 01:31:33",1
820,"品質管理は普通には行っていた",134,"2018-03-16 01:31:33","2018-03-16 01:31:33",2
821,"品質管理に対する意識が高く、常に実践していた",134,"2018-03-16 01:31:33","2018-03-16 01:31:33",3
822,"常に高い意識で品質管理を行い、品質向上につながった",134,"2018-03-16 01:31:33","2018-03-16 01:31:33",4
823,"品質管理に対する意識が希薄で、問題があった",135,"2018-03-16 01:33:13","2018-03-16 01:33:13",0
824,"品質管理に対する意識はあったが、実行度は物足りなかった",135,"2018-03-16 01:33:13","2018-03-16 01:33:13",1
825,"品質管理は普通には行っていた",135,"2018-03-16 01:33:13","2018-03-16 01:33:13",2
826,"品質管理に対する意識が高く、常に実践していた",135,"2018-03-16 01:33:13","2018-03-16 01:33:13",3
827,"常に高い意識で品質管理を行い、品質向上につながった",135,"2018-03-16 01:33:13","2018-03-16 01:33:13",4
828,"安全管理の意識が希薄で、周囲から指導を受けていた",136,"2018-03-16 01:34:49","2018-03-16 01:34:49",0
829,"安全管理に対して意識はしていたが、物足りなかった",136,"2018-03-16 01:34:49","2018-03-16 01:34:49",1
830,"安全管理に対する意識は普通であった",136,"2018-03-16 01:34:49","2018-03-16 01:34:49",2
831,"安全管理に対する意識が高く、職場の環境改善にもつながった",136,"2018-03-16 01:34:49","2018-03-16 01:34:49",3
832,"安全管理に対する意識が高く、周囲へも指導し、職場の環境改善で成果が見られた",136,"2018-03-16 01:34:49","2018-03-16 01:34:49",4
833,"心がけに欠けており、指示・命令にも反映されていなかった",137,"2018-03-16 01:41:02","2018-03-16 01:41:02",0
834,"意識はあるが、経営方針の実現には程遠かった",137,"2018-03-16 01:41:02","2018-03-16 01:41:02",1
835,"できるだけ経営方針の実践を心がけ、それなりに成果も現れた",137,"2018-03-16 01:41:02","2018-03-16 01:41:02",2
836,"実践に対する意識があり、方針実現の一役を担った",137,"2018-03-16 01:41:02","2018-03-16 01:41:02",3
837,"常に意識を持ち、部下へも徹底することで、全社で方針実現に寄与した",137,"2018-03-16 01:41:02","2018-03-16 01:41:02",4
838,"統率力が弱く、部署内がバラバラであった",138,"2018-03-16 01:43:24","2018-03-16 01:43:24",0
839,"統率していたが、部署内の相互連帯感に問題が見られた",138,"2018-03-16 01:43:24","2018-03-16 01:43:24",1
840,"適切に統率し、部署内のまとまりにも問題はなかった",138,"2018-03-16 01:43:24","2018-03-16 01:43:24",2
841,"統率力があり、部署がよくまとまっていた",138,"2018-03-16 01:43:24","2018-03-16 01:43:24",3
842,"統率力があり、部署全体が一致団結して成果を上げた",138,"2018-03-16 01:43:24","2018-03-16 01:43:24",4
843,"統率力が弱く、部署内がバラバラであった",139,"2018-03-16 01:51:47","2018-03-16 01:51:47",0
844,"統率していたが、部署内の相互連帯感に問題が見られた",139,"2018-03-16 01:51:47","2018-03-16 01:51:47",1
845,"適切に統率し、部署内のまとまりにも問題はなかった",139,"2018-03-16 01:51:47","2018-03-16 01:51:47",2
846,"統率力があり、部署がよくまとまっていた",139,"2018-03-16 01:51:47","2018-03-16 01:51:47",3
847,"統率力があり、部署全体が一致団結して成果を上げた",139,"2018-03-16 01:51:47","2018-03-16 01:51:47",4
848,"統率力が弱く、部署内がバラバラであった",140,"2018-03-16 01:43:24","2018-03-16 01:43:24",0
849,"統率していたが、部署内の相互連帯感に問題が見られた",140,"2018-03-16 01:51:47","2018-03-16 01:51:47",1
850,"適切に統率し、部署内のまとまりにも問題はなかった",140,"2018-03-16 01:51:47","2018-03-16 01:51:47",2
851,"統率力があり、部署がよくまとまっていた",140,"2018-03-16 01:51:47","2018-03-16 01:51:47",3
852,"統率力があり、部署全体が一致団結して成果を上げた",140,"2018-03-16 01:51:47","2018-03-16 01:51:47",4
853,"最低限は保有していたが、日常の業務にはやや不足していた",141,"2018-03-16 02:07:02","2018-03-16 02:07:02",0
854,"必要な知識はマスターしており、日常の業務には支障なかった",141,"2018-03-16 02:07:02","2018-03-16 02:07:02",1
855,"必要な知識・技能は充分に持っており、日常業務にも充分活用していた",141,"2018-03-16 02:07:02","2018-03-16 02:07:02",2
856,"現在の業務に必要な知識ばかりでなく、更に研究して活用していた",141,"2018-03-16 02:07:02","2018-03-16 02:07:02",3
857,"必要な知識は充分に持っており、部下にもわかりやすく指導していた",141,"2018-03-16 02:07:02","2018-03-16 02:07:02",4
858,"最低限は保有していたが、日常の業務にはやや不足していた",142,"2018-03-16 02:07:02","2018-03-16 02:07:02",0
859,"必要な知識はマスターしており、日常の業務には支障なかった",142,"2018-03-16 02:07:02","2018-03-16 02:07:02",1
860,"必要な知識・技能は充分に持っており、日常業務にも充分活用していた",142,"2018-03-16 02:07:02","2018-03-16 02:07:02",2
861,"現在の業務に必要な知識ばかりでなく、更に研究して活用していた",142,"2018-03-16 02:07:02","2018-03-16 02:07:02",3
862,"必要な知識は充分に持っており、部下にもわかりやすく指導していた",142,"2018-03-16 02:07:02","2018-03-16 02:07:02",4
863,"自発的な企画・立案はなかった",143,"2018-03-16 02:12:03","2018-03-16 02:12:03",0
864,"企画の提案は少なく、物足りなかった",143,"2018-03-16 02:12:03","2018-03-16 02:12:03",1
865,"企画・立案は普通程度に行い、実行にも問題はなかった",143,"2018-03-16 02:12:03","2018-03-16 02:12:03",2
866,"進んで企画を立案し、遂行力も優れていた",143,"2018-03-16 02:12:03","2018-03-16 02:12:03",3
867,"進んで企画を立案し、推進力もあり、成果が見られた",143,"2018-03-16 02:12:03","2018-03-16 02:12:03",4
868,"自発的な企画・立案はなかった",144,"2018-03-16 02:12:03","2018-03-16 02:12:03",0
869,"企画の提案は少なく、物足りなかった",144,"2018-03-16 02:12:03","2018-03-16 02:12:03",1
870,"企画・立案は普通程度に行い、実行にも問題はなかった",144,"2018-03-16 02:12:03","2018-03-16 02:12:03",2
871,"進んで企画を立案し、遂行力も優れていた",144,"2018-03-16 02:12:03","2018-03-16 02:12:03",3
872,"進んで企画を立案し、推進力もあり、成果が見られた",144,"2018-03-16 02:12:03","2018-03-16 02:12:03",4
873,"言われた業務をこなすだけで、合理化の意識が欠けていた",145,"2018-03-16 02:17:08","2018-03-16 02:17:08",0
874,"意識はあるが、行動が伴わなかった",145,"2018-03-16 02:17:08","2018-03-16 02:17:08",1
875,"できるだけ無駄をなくし、合理化を図ろうと務めていた",145,"2018-03-16 02:17:08","2018-03-16 02:17:08",2
876,"常に意識を持ち、積極的に改善を図り、一部、効果も表れていた",145,"2018-03-16 02:17:08","2018-03-16 02:17:08",3
877,"常に意識を持ち、周囲の人にも積極的に働きかけ、成果が見られた",145,"2018-03-16 02:17:08","2018-03-16 02:17:08",4
878,"問題点を見出せていないことが多かった",146,"2018-03-16 02:21:20","2018-03-16 02:21:20",0
879,"問題点は認識しているものの、解決への行動が起こせなかった",146,"2018-03-16 02:21:20","2018-03-16 02:21:20",1
880,"問題点は一通りつかんでおり、問題を解決しようと努力していた",146,"2018-03-16 02:21:20","2018-03-16 02:21:20",2
881,"多くの問題があっても解決しようと努力しており、たいてい解決できていた",146,"2018-03-16 02:21:20","2018-03-16 02:21:20",3
882,"いかなる問題があっても努力し、迅速かつ的確な判断のもと、解決できていた",146,"2018-03-16 02:21:20","2018-03-16 02:21:20",4
883,"問題点を見出せていないことが多かった",147,"2018-03-16 02:21:20","2018-03-16 02:21:20",0
884,"問題点は認識しているものの、解決への行動が起こせなかった",147,"2018-03-16 02:21:20","2018-03-16 02:21:20",1
885,"問題点は一通りつかんでおり、問題を解決しようと努力していた",147,"2018-03-16 02:21:20","2018-03-16 02:21:20",2
886,"多くの問題があっても解決しようと努力しており、たいてい解決できていた",147,"2018-03-16 02:21:20","2018-03-16 02:21:20",3
887,"いかなる問題があっても努力し、迅速かつ的確な判断のもと、解決できていた",147,"2018-03-16 02:21:20","2018-03-16 02:21:20",4
888,"連絡ミスが目立った",148,"2018-03-16 02:27:13","2018-03-16 02:27:13",0
889,"最低限の連絡はしていた",148,"2018-03-16 02:27:13","2018-03-16 02:27:13",1
890,"連絡を密に行い、問題なく対応できる",148,"2018-03-16 02:27:13","2018-03-16 02:27:13",2
891,"先手先手の連絡で、情報伝達が行き届いていた",148,"2018-03-16 02:27:13","2018-03-16 02:27:13",3
892,"他部署への助言、指導も積極的に行った",148,"2018-03-16 02:27:13","2018-03-16 02:27:13",4
893,"情報収集の意識がなかった",149,"2018-03-16 02:29:02","2018-03-16 02:29:02",0
894,"少しは情報収集をしていた",149,"2018-03-16 02:29:02","2018-03-16 02:29:02",1
895,"必要な情報はほぼ収集・整理していた",149,"2018-03-16 02:29:02","2018-03-16 02:29:02",2
896,"情報収集を積極的に行っていた",149,"2018-03-16 02:29:02","2018-03-16 02:29:02",3
897,"有効な情報を収集し、社内に積極的に発信していた",149,"2018-03-16 02:29:02","2018-03-16 02:29:02",4
898,"情報収集の意識がなかった",150,"2018-03-16 02:32:01","2018-03-16 02:32:01",0
899,"少しは情報収集をしていた",150,"2018-03-16 02:32:01","2018-03-16 02:32:01",1
900,"必要な情報はほぼ収集・整理していた",150,"2018-03-16 02:32:01","2018-03-16 02:32:01",2
901,"情報収集を積極的に行っていた",150,"2018-03-16 02:32:01","2018-03-16 02:32:01",3
902,"有効な情報を収集し、社内に積極的に発信していた",150,"2018-03-16 02:32:01","2018-03-16 02:32:01",4
903,"外部とのつきあいや交渉はしなかった",151,"2018-03-16 02:35:03","2018-03-16 02:35:03",0
904,"外部とのつきあいは最低限行ったが、交渉はできなかった",151,"2018-03-16 02:35:03","2018-03-16 02:35:03",1
905,"外部とのつきあい、交渉は問題なく行っていた",151,"2018-03-16 02:35:03","2018-03-16 02:35:03",2
906,"外部とのつきあいは適切で、交渉が上手だった",151,"2018-03-16 02:35:03","2018-03-16 02:35:03",3
907,"外部とのつきあいは適切で、交渉がうまく、成果が上がった",151,"2018-03-16 02:35:03","2018-03-16 02:35:03",4
908,"外部とのつきあいや交渉はしなかった",152,"2018-03-16 02:35:03","2018-03-16 02:35:03",0
909,"外部とのつきあいは最低限行ったが、交渉はできなかった",152,"2018-03-16 02:35:03","2018-03-16 02:35:03",1
910,"外部とのつきあい、交渉は問題なく行っていた",152,"2018-03-16 02:35:03","2018-03-16 02:35:03",2
911,"外部とのつきあいは適切で、交渉が上手だった",152,"2018-03-16 02:35:03","2018-03-16 02:35:03",3
912,"外部とのつきあいは適切で、交渉がうまく、成果が上がった",152,"2018-03-16 02:35:03","2018-03-16 02:35:03",4
913,"全くできなかった",153,"2018-03-16 02:41:35","2018-03-16 02:41:35",0
914,"やや不十分であった",153,"2018-03-16 02:41:35","2018-03-16 02:41:35",1
915,"特に問題はなく、普通に管理していた",153,"2018-03-16 02:41:35","2018-03-16 02:41:35",2
916,"十分に指導・管理を行っていた",153,"2018-03-16 02:41:35","2018-03-16 02:41:35",3
917,"十分な指導・管理を行い、成果が見られた",153,"2018-03-16 02:41:35","2018-03-16 02:41:35",4
918,"部下指導に対する意識は低く、教育をしなかった",154,"2018-03-16 02:43:05","2018-03-16 02:43:05",0
919,"部下指導の意識はあったが、教育の実践は不十分であった",154,"2018-03-16 02:43:05","2018-03-16 02:43:05",1
920,"部下に対する指導・教育は問題なく行った",154,"2018-03-16 02:43:05","2018-03-16 02:43:05",2
921,"部下に対する指導を常に行い、熱心に教育した",154,"2018-03-16 02:43:05","2018-03-16 02:43:05",3
922,"部下に対する指導・教育は熱心で、次期管理職を輩出した",154,"2018-03-16 02:43:05","2018-03-16 02:43:05",4
923,"部下指導に対する意識は低く、教育をしなかった",155,"2018-03-16 02:43:05","2018-03-16 02:43:05",0
924,"部下指導の意識はあったが、教育の実践は不十分であった",155,"2018-03-16 02:43:05","2018-03-16 02:43:05",1
925,"部下に対する指導・教育は問題なく行った",155,"2018-03-16 02:43:05","2018-03-16 02:43:05",2
926,"部下に対する指導を常に行い、熱心に教育した",155,"2018-03-16 02:43:05","2018-03-16 02:43:05",3
927,"部下に対する指導・教育は熱心で、次期管理職を輩出した",155,"2018-03-16 02:43:05","2018-03-16 02:43:05",4
928,"社外の窓口責任者としての役割を果たしていなかった",156,"2018-03-16 02:46:10","2018-03-16 02:46:10",0
929,"窓口責任者として処理にあたるが、遅れたり、不適切なことが多かった",156,"2018-03-16 02:46:10","2018-03-16 02:46:10",1
930,"窓口責任者として、特に問題はなかった",156,"2018-03-16 02:46:10","2018-03-16 02:46:10",2
931,"窓口責任者としての自覚が高く、常に適切かつ迅速に対応していた",156,"2018-03-16 02:46:10","2018-03-16 02:46:10",3
932,"窓口責任者として、難易度の高いクレーム・トラブルでも適切かつ迅速に対応し、解決していた",156,"2018-03-16 02:46:10","2018-03-16 02:46:10",4
933,"自身の意識が希薄で、部下に指導できるレベルではなかった",157,"2018-03-16 02:47:31","2018-03-16 02:47:31",0
934,"意識はあったが不十分であり、部下への徹底も弱かった",157,"2018-03-16 02:47:31","2018-03-16 02:47:31",1
935,"意識面に問題はなく、普通には実践し、部下へも指導していた",157,"2018-03-16 02:47:31","2018-03-16 02:47:31",2
936,"徹底して遵守し、部下へも指導した",157,"2018-03-16 02:47:31","2018-03-16 02:47:31",3
937,"他の模範となるレベルで、部下へも徹底し、部署全体の意識を高めた",157,"2018-03-16 02:47:31","2018-03-16 02:47:31",4
938,"報告・連絡・相談を行わず、支障をきたした",158,"2018-03-16 02:49:10","2018-03-16 02:49:10",0
939,"報告・連絡・相談が不十分であった",158,"2018-03-16 02:49:10","2018-03-16 02:49:10",1
940,"報告・連絡・相談は問題なく行っていた",158,"2018-03-16 02:49:10","2018-03-16 02:49:10",2
941,"報告・連絡・相談に抜け・もれはなく、安心できた",158,"2018-03-16 02:49:10","2018-03-16 02:49:10",3
942,"報告・連絡・相談を率先して行い、部下の手本となった",158,"2018-03-16 02:49:10","2018-03-16 02:49:10",4
943,"顧客志向が希薄で、信頼関係やシェア、新たな展開などの成果は見られなかった",159,"2018-03-16 02:51:13","2018-03-16 02:51:13",0
944,"顧客志向はあるものの、信頼関係やシェアなどの成果にはつながらなかった",159,"2018-03-16 02:51:13","2018-03-16 02:51:13",1
945,"顧客との信頼関係は普通で、シェアや関係発展などもそれなりには成果があった",159,"2018-03-16 02:51:13","2018-03-16 02:51:13",2
946,"顧客との信頼関係を深め、シェアや関係発展などの成果が見られた",159,"2018-03-16 02:51:13","2018-03-16 02:51:13",3
947,"顧客との信頼関係を深め、著しい成果を上げ貢献した",159,"2018-03-16 02:51:13","2018-03-16 02:51:13",4
948,"意識が弱く、周囲から注意を受けていた",160,"2018-03-16 02:52:51","2018-03-16 02:52:51",0
949,"意識はしていたが、物足りなかった",160,"2018-03-16 02:52:51","2018-03-16 02:52:51",1
950,"意識面に問題はなく、普通には実践していた",160,"2018-03-16 02:52:51","2018-03-16 02:52:51",2
951,"強い意識を持ち、実践していた",160,"2018-03-16 02:52:51","2018-03-16 02:52:51",3
952,"強い意識を持ち実践し、周囲にも良い影響を与えていた",160,"2018-03-16 02:52:51","2018-03-16 02:52:51",4
953,"品質管理に対する意識が希薄で、問題があった",161,"2018-03-16 02:54:48","2018-03-16 02:54:48",0
954,"品質管理に対する意識はあったが、実行度は物足りなかった",161,"2018-03-16 02:54:48","2018-03-16 02:54:48",1
955,"品質管理は普通には行っていた",161,"2018-03-16 02:54:48","2018-03-16 02:54:48",2
956,"品質管理に対する意識が高く、常に実践していた",161,"2018-03-16 02:54:48","2018-03-16 02:54:48",3
957,"常に高い意識で品質管理を行い、品質向上につながった",161,"2018-03-16 02:54:48","2018-03-16 02:54:48",4
958,"心がけに欠けており、指示・命令にも反映されていなかった",162,"2018-03-16 02:56:42","2018-03-16 02:56:42",0
959,"意識はあるが、経営方針の実現には程遠かった",162,"2018-03-16 02:56:42","2018-03-16 02:56:42",1
960,"できるだけ経営方針の実践を心がけ、それなりに成果も現れた",162,"2018-03-16 02:56:42","2018-03-16 02:56:42",2
961,"実践に対する意識があり、方針実現の一役を担った",162,"2018-03-16 02:56:42","2018-03-16 02:56:42",3
962,"常に意識を持ち、部下へも徹底することで、全社で方針実現に寄与した",162,"2018-03-16 02:56:42","2018-03-16 02:56:42",4
963,"統率力が弱く、部門内がバラバラであった",163,"2018-03-16 02:58:19","2018-03-16 02:58:19",0
964,"統率していたが、部門内の相互連帯感に問題が見られた",163,"2018-03-16 02:58:19","2018-03-16 02:58:19",1
965,"適切に統率し、部門内のまとまりにも問題はなかった",163,"2018-03-16 02:58:19","2018-03-16 02:58:19",2
966,"統率力があり、部門がよくまとまっていた",163,"2018-03-16 02:58:19","2018-03-16 02:58:19",3
967,"統率力があり、部門全体が一致団結して成果を上げた",163,"2018-03-16 02:58:19","2018-03-16 02:58:19",4
968,"目標設定も進捗管理も不十分であった",164,"2018-03-16 02:59:31","2018-03-16 02:59:31",0
